Mnemonic,Name,Old ID,Active,Type,Category,MFLCode
CXMOKHP,Mokgware Health Post,,Y,O,Local,6675b20178fc5428625b38c1
CXMOKIBC,Mokubilo Health Post,,Y,O,Local,6675b20178fc5428625b38c2
CXMOKOBH,Mokobeng Health Post,,Y,O,Local,6675b20178fc5428625b38c3
CXMOKOHP,Mokoboxane Health Post,,Y,O,Local,6675b20178fc5428625b38c4
CXMOKOKH,Mokokwana Mosweu Health Post,,Y,O,Local,6675b20178fc5428625b38c5
CXMOKOSW,Mokoswana Health Post,,Y,O,Local,6675b20178fc5428625b38c6
CXMOKUHP,Mokungwana Health Post,,Y,O,Local,6675b20178fc5428625b38c7
CXMOLAHP,Molalatau Health Post,,Y,O,Local,6675b20178fc5428625b38c8
CXMOLAPC,Molapowabojang Clinic,,Y,O,Local,6675b20178fc5428625b38c9
CXMOLCOL,Molepolole College of Edu,,Y,O,Local,6675b20178fc5428625b38ca
CXMOLECL,Molepolole Clinic,,Y,O,Local,6675b20178fc5428625b38cb
CXMONOHP,Monong Health Post,,Y,O,Local,6675b20178fc5428625b38cc
CXMONWH,Monwane Health Post,,Y,O,Local,6675b20178fc5428625b38cd
CXMOOKAC,Mookane Clinic,,Y,O,Local,6675b20178fc5428625b38ce
CXMOPIPC,Mopipi Clinic,,Y,O,Local,6675b20178fc5428625b38cf
CXMORALH,Moralane Health Post,,Y,O,Local,6675b20178fc5428625b38d0
CXMOREHP,Moreomaoto Health Post,,Y,O,Local,6675b20178fc5428625b38d1
CXMOREMH,Moremi Health Post,,Y,O,Local,6675b20178fc5428625b38d2
CXMOREOH,Moreomabele Health Post,,Y,O,Local,6675b20178fc5428625b38d3
CXMOREOM,Moreomaoto Clinic,,Y,O,Local,6675b20178fc5428625b38d4
CXMORHP,Morwe Health Post,,Y,O,Local,6675b20178fc5428625b38d5
CXMOROKC,Moroka Clinic,,Y,O,Local,6675b20178fc5428625b38d6
CXMORUPC,Morupule Colliary Clinic,,Y,O,Local,6675b20178fc5428625b38d7
CXMORWAC,Morwa Clinic,,Y,O,Local,6675b20178fc5428625b38d8
CXMORWAH,Morwa Health Post,,Y,O,Local,6675b20178fc5428625b38d9
CXMORWC,Morwamusu Clinic,,Y,O,Local,6675b20178fc5428625b38da
CXMOSEHP,Mosetse Health Post,,Y,O,Local,6675b20178fc5428625b38db
CXMOSHAH,Moshaneng Health Post,,Y,O,Local,6675b20178fc5428625b38dc
CXMOSHCC,Moshupa Council Clinic,,Y,O,Local,6675b20178fc5428625b38dd
CXMOSHUS,Moshupa SDA Clinic,,Y,O,Local,6675b20178fc5428625b38de
CXMOSHWA,Moshaweng Clinic,,Y,O,Local,6675b20178fc5428625b38df
CXMOSOC,Mosojane Health Post,,Y,O,Local,6675b20178fc5428625b38e0
CXMOSOLH,Mosolotshane Health Paste,,Y,O,Local,6675b20178fc5428625b38e1
CXMOSUHP,Mosu Health Post,,Y,O,Local,6675b20178fc5428625b38e2
CXMOTLHP,Motlhabaneng Health Post,,Y,O,Local,6675b20178fc5428625b38e3
CXMOTLOP,Motlopi Clinic,,Y,O,Local,6675b20178fc5428625b38e4
CXMOTOC,Motopi Clinic,,Y,O,Local,6675b20178fc5428625b38e5
CXMOTOKC,Motokwe Clinic,,Y,O,Local,6675b20178fc5428625b38e6
CXMOTSWC,Motswedi Clinic,,Y,O,Local,6675b20178fc5428625b38e7
CXMOWAHP,Mowana Health Post,,Y,O,Local,6675b20178fc5428625b38e8
CXMPRISO,Maun Prison Clinic,,Y,O,Local,6675b20178fc5428625b38e9
CXMULAMH,Mulambakwena Health Post,,Y,O,Local,6675b20178fc5428625b38ea
CXNATALH,Natale Health Post,,Y,O,Local,6675b20178fc5428625b38eb
CXNCAAHP,Ncaang Health Post,,Y,O,Local,6675b20178fc5428625b38ec
CXNCOJAC,Ncojane Clinic,,Y,O,Local,6675b20178fc5428625b38ed
CXNEWTOC,New Town Clinic,,Y,O,Local,6675b20178fc5428625b38ee
CXNEWXAC,New Xade Clinic,,Y,O,Local,6675b20178fc5428625b38ef
CXNGARHP,Ngarange Health Post,,Y,O,Local,6675b20178fc5428625b38f0
CXNGGU,Gumare Primary Hospital,,Y,O,Local,6675b20178fc5428625b38f1
CXNGWAPH,Ngwapa Health Post,,Y,O,Local,6675b20178fc5428625b38f2
CXNGWARE,Ngware Clinic,,Y,O,Local,6675b20178fc5428625b38f3
CXNKAIKE,Nkaikela Clinic,,Y,O,Local,6675b20178fc5428625b38f4
CXNKAIKH,Nkaikela Health Post,,Y,O,Local,6675b20178fc5428625b38f5
CXNKANGC,Nkange Clinic,,Y,O,Local,6675b20178fc5428625b38f6
CXNKOYAC,Nkoyaphiri Clinic,,Y,O,Local,6675b20178fc5428625b38f7
CXNLAPHC,Nlaphwane Clinic,,Y,O,Local,6675b20178fc5428625b38f8
CXNOJAC,Nojane Clinic,,Y,O,Local,6675b20178fc5428625b38f9
CXNOKANE,Nokaneng Clinic,,Y,O,Local,6675b20178fc5428625b38fa
CXNSHAHP,Nshakashongwe Health Post,,Y,O,Local,6675b20178fc5428625b38fb
CXNSWAZC,Nswazwi Clinic,,Y,O,Local,6675b20178fc5428625b38fc
CXNTLHAC,Ntlhantlhe Clinic,,Y,O,Local,6675b20178fc5428625b38fd
CXNTSHEC,Ntshe Clinic,,Y,O,Local,6675b20178fc5428625b38fe
CXNTSWC,Ntswe Clinic,,Y,O,Local,6675b20178fc5428625b38ff
CXNTSWEC,Ntsweletau Clinic,,Y,O,Local,6675b20178fc5428625b3900
CXNXAMHP,Nxamasere Health Post,,Y,O,Local,6675b20178fc5428625b3901
CXNXAUNH,Nxaunxau Health Posr,,Y,O,Local,6675b20178fc5428625b3902
CXNXOMHP,Nxomokao Health Post,,Y,O,Local,6675b20178fc5428625b3903
CXOFAMIC,Okavango F Informatory Clinic,,Y,O,Local,6675b20178fc5428625b3904
CXOLIPHC,Oliphants Drift Clinic,,Y,O,Local,6675b20178fc5428625b3905
CXOMAWEH,Omaweneno Health Post,,Y,O,Local,6675b20178fc5428625b3906
CXONALED,Old Naledi Clinic,,Y,O,Local,6675b20178fc5428625b3907
CXOODICL,Oodi Clinic,,Y,O,Local,6675b20178fc5428625b3908
CXORAPA,Orapa Mine Clinic,,Y,O,Local,6675b20178fc5428625b3909
CXOTSECL,Otse Clinic,,Y,O,Local,6675b20178fc5428625b390a
CXOTSEHP,Otse Health Post,,Y,O,Local,6675b20178fc5428625b390b
CXPAJBDF,Paje BDF Clinic,,Y,O,Local,6675b20178fc5428625b390c
CXPAJCLI,Paje Clinic,,Y,O,Local,6675b20178fc5428625b390d
CXPALLAH,Palla Road Health Post,,Y,O,Local,6675b20178fc5428625b390e
CXPANDAC,Pandamatenga BDF Clinic,,Y,O,Local,6675b20178fc5428625b390f
CXPANDAM,Pandamatenga Clinic,,Y,O,Local,6675b20178fc5428625b3910
CXPARAKH,Parakarangu Health Post,,Y,O,Local,6675b20178fc5428625b3911
CXPELCEC,Peleng Central Clinic,,Y,O,Local,6675b20178fc5428625b3912
CXPELEAC,Peleng East Clinic,,Y,O,Local,6675b20178fc5428625b3913
CXPHAPC,Phaphane Clinic,,Y,O,Local,6675b20178fc5428625b3914
CXPHIMOL,Phitshane Molopo Clinic,,Y,O,Local,6675b20178fc5428625b3915
CXPHITSH,Phitshane Potlokwe Health Post,,Y,O,Local,6675b20178fc5428625b3916
CXPHUDHP,Phuduhedu Health Post,,Y,O,Local,6675b20178fc5428625b3917
CXPHUTHC,Phuthadikobo Clinic,,Y,O,Local,6675b20178fc5428625b3918
CXPHUTIC,Phuting Health Post,,Y,O,Local,6675b20178fc5428625b3919
CXPILANH,Pilane Health Post,,Y,O,Local,6675b20178fc5428625b391a
CXPILIKC,Pilikwe Clinic,,Y,O,Local,6675b20178fc5428625b391b
CXPITSAN,Pitsane Clinic,,Y,O,Local,6675b20178fc5428625b391c
CXPITSEC,Pitseng Clinic,,Y,O,Local,6675b20178fc5428625b391d
CXPLATHP,Plateau Health Post,,Y,O,Local,6675b20178fc5428625b391e
CXPOLANI,Polani Clinic,,Y,O,Local,6675b20178fc5428625b391f
CXPOLEHP,Pole Health Post,,Y,O,Local,6675b20178fc5428625b3920
CXPOLIC,Police Clinic - Otse,,Y,O,Local,6675b20178fc5428625b3921
CXPOLICE,Police College,,Y,O,Local,6675b20178fc5428625b3922
CXPOLOHP,Poloka Health Post,,Y,O,Local,6675b20178fc5428625b3923
CXPRPR,Private Practice,,Y,O,Local,6675b20178fc5428625b3924
CXQABOHP,Qabo Health Post,,Y,O,Local,6675b20178fc5428625b3925
CXQANGC,Qangwa Clinic,,Y,O,Local,6675b20178fc5428625b3926
CXRADIC,Radisele Clinic,,Y,O,Local,6675b20178fc5428625b3927
CXRAILHP,Railways Health Post,,Y,O,Local,6675b20178fc5428625b3928
CXRAKHUH,Rakhuna Health Post,,Y,O,Local,6675b20178fc5428625b3929
CXRAKOPC,Rakops Health Post,,Y,O,Local,6675b20178fc5428625b392a
CXRALHP,Ralekgetho Health Post,,Y,O,Local,6675b20178fc5428625b392b
CXRAMAC,Ramatlabama Clinic,,Y,O,Local,6675b20178fc5428625b392c
CXRAMAKC,Ramakgwebana Clinic,,Y,O,Local,6675b20178fc5428625b392d
CXRAMBLH,Ramotswa Bamalete Luth Hosp,,Y,O,Local,6675b20178fc5428625b392e
CXRAMOKC,Ramokgonami Clinic,,Y,O,Local,6675b20178fc5428625b392f
CXRAMONH,Ramonaka Health Post,,Y,O,Local,6675b20178fc5428625b3930
CXRAMOTH,Ramotlabaki Health Post,,Y,O,Local,6675b20178fc5428625b3931
CXRAMSTC,Ramotswa Station Clinic,,Y,O,Local,6675b20178fc5428625b3932
CXRANAKA,Ranaka Clinic,,Y,O,Local,6675b20178fc5428625b3933
CXRASHP,Rasesa Health Post,,Y,O,Local,6675b20178fc5428625b3934
CXRATHHP,Ratholo Health Post,,Y,O,Local,6675b20178fc5428625b3935
CXROBELH,Robelela Health Post,,Y,O,Local,6675b20178fc5428625b3936
CXRUNGHP,Rungwana Health Post,,Y,O,Local,6675b20178fc5428625b3937
CXRUSMAY,Russel May Clinic,,Y,O,Local,6675b20178fc5428625b3938
CXSALAC,Salajwe Clinic,,Y,O,Local,6675b20178fc5428625b3939
CXSAMAHP,Samane Health Post,,Y,O,Local,6675b20178fc5428625b393a
CXSANKOY,Sankoyo Health Post,,Y,O,Local,6675b20178fc5428625b393b
CXSAOT,Athlone Hospital,,Y,O,Local,6675b20178fc5428625b393c
CXSATAUH,Satau Health Post,,Y,O,Local,6675b20178fc5428625b393d
CXSBSEL,Selebi Phikwe Hospital IDCC,,Y,O,Local,6675b20178fc5428625b393e
CXSCOTIC,Scottish Livingstone Hospital,,Y,O,Local,6675b20178fc5428625b393f
CXSEBELE,Sebele Clinic,,Y,O,Local,6675b20178fc5428625b3940
CXSEBHP,Sebogo Health Post,,Y,O,Local,6675b20178fc5428625b3941
CXSEBINC,Sebina Clinic,,Y,O,Local,6675b20178fc5428625b3942
CXSECHEH,Sechele Health Post,,Y,O,Local,6675b20178fc5428625b3943
CXSEDIEC,Sedie Clinic,,Y,O,Local,6675b20178fc5428625b3944
CXSEFHOC,Sefhope Clinic,,Y,O,Local,6675b20178fc5428625b3945
CXSEHERH,Seherelela H Post,,Y,O,Local,6675b20178fc5428625b3946
CXSEHITL,Sehitlhwa Clinic,,Y,O,Local,6675b20178fc5428625b3947
CXSEKAKC,Sekakangwe Clinic,,Y,O,Local,6675b20178fc5428625b3948
CXSEKGOH,Sekgoma Memorial Hospital,,Y,O,Local,6675b20178fc5428625b3949
CXSEKHUH,Sekhutlane Health Post,,Y,O,Local,6675b20178fc5428625b394a
CXSEKOHP,Sekoma Health Post,,Y,O,Local,6675b20178fc5428625b394b
CXSELEC,Seleka Clinic,,Y,O,Local,6675b20178fc5428625b394c
CXSELKIC,Selkirk Clinic,,Y,O,Local,6675b20178fc5428625b394d
CXSELOKH,Selokolela H Post,,Y,O,Local,6675b20178fc5428625b394e
CXSEMBOY,Semboyo Health Post,,Y,O,Local,6675b20178fc5428625b394f
CXSEMOLC,Semolale Clinic,,Y,O,Local,6675b20178fc5428625b3950
CXSENETC,Senete Clinic,,Y,O,Local,6675b20178fc5428625b3951
CXSENYAH,Senyawe Health Post,,Y,O,Local,6675b20178fc5428625b3952
CXSEOLWH,Seolwane Health Post,,Y,O,Local,6675b20178fc5428625b3953
CXSEPOC,Sepopa Clinic,,Y,O,Local,6675b20178fc5428625b3954
CXSEPOPD,LAB Private Patient OPD,,Y,O,Local,6675b20178fc5428625b3955
CXSERONG,Seronga Clinic,,Y,O,Local,6675b20178fc5428625b3956
CXSEROWC,Serowe Clinic,,Y,O,Local,6675b20178fc5428625b3957
CXSERUC,Serule Clinic,,Y,O,Local,6675b20178fc5428625b3958
CXSESAMC,Sesame Clinic,,Y,O,Local,6675b20178fc5428625b3959
CXSESE,Sese Health Post,,Y,O,Local,6675b20178fc5428625b395a
CXSESUHP,Sesung Health Post,,Y,O,Local,6675b20178fc5428625b395b
CXSHAAHP,SHAA Health Post,,Y,O,Local,6675b20178fc5428625b395c
CXSHADHP,Shadisshadi Health Post,,Y,O,Local,6675b20178fc5428625b395d
CXSHAK,Shakawe Clinic,,Y,O,Local,6675b20178fc5428625b395e
CXSHAKHP,Shakwe Health Post,,Y,O,Local,6675b20178fc5428625b395f
CXSHASHE,Shashe Bridge Health Post,,Y,O,Local,6675b20178fc5428625b3960
CXSHASHM,Shashe Mooke Health Post,,Y,O,Local,6675b20178fc5428625b3961
CXSHASHP,Shashe Health Post,,Y,O,Local,6675b20178fc5428625b3962
CXSHASST,Shashe Station Health Post,,Y,O,Local,6675b20178fc5428625b3963
CXSHELEC,Sheleketta Clinic,,Y,O,Local,6675b20178fc5428625b3964
CXSHORHP,Shorilatholo Health Post,,Y,O,Local,6675b20178fc5428625b3965
CXSHOROC,Shorobe Clinic,,Y,O,Local,6675b20178fc5428625b3966
CXSHOSHC,Shoshong Clinic,,Y,O,Local,6675b20178fc5428625b3967
CXSIGAC,Siga Clinic,,Y,O,Local,6675b20178fc5428625b3968
CXSIKWHP,Sikwane Health Post,,Y,O,Local,6675b20178fc5428625b3969
CXSIVIYH,Siviya Health Post,,Y,O,Local,6675b20178fc5428625b396a
CXSOBA,Bamalete Lutheran Hospital,,Y,O,Local,6675b20178fc5428625b396b
CXSOJWEC,Sojwe Clinic,,Y,O,Local,6675b20178fc5428625b396c
CXSOMELO,Somelo Health Post,,Y,O,Local,6675b20178fc5428625b396d
CXSORILH,Sorilatholo Health Post,,Y,O,Local,6675b20178fc5428625b396e
CXSOSE,Seventh Day Adventist Hos,,Y,O,Local,6675b20178fc5428625b396f
CXSOUTC,South East Ext Clinic,,Y,O,Local,6675b20178fc5428625b3970
CXSOWA,Sowa Clinic,,Y,O,Local,6675b20178fc5428625b3971
CXSPPA,Palapye Primary Hospital,,Y,O,Local,6675b20178fc5428625b3972
CXSPRISO,Prison,,Y,O,Local,6675b20178fc5428625b3973
CXSTDCLI,STD Clinic,,Y,O,Local,6675b20178fc5428625b3974
CXSTJOSE,St Josephs,,Y,O,Local,6675b20178fc5428625b3975
CXSTRUIH,Struizendam Health Post,,Y,O,Local,6675b20178fc5428625b3976
CXTAKATO,Takatokwane Clinic,,Y,O,Local,6675b20178fc5428625b3977
CXTAMAHP,Tamasane Health Post,,Y,O,Local,6675b20178fc5428625b3978
CXTAPOLC,Tapologong Clinic,,Y,O,Local,6675b20178fc5428625b3979
CXTATSIC,Tati Siding Clinic,,Y,O,Local,6675b20178fc5428625b397a
CXTATTOW,Tatitown Clinic,,Y,O,Local,6675b20178fc5428625b397b
CXTAUNCL,Taung Clinic,,Y,O,Local,6675b20178fc5428625b397c
CXTAUPHP,Taupye Health Post,,Y,O,Local,6675b20178fc5428625b397d
CXTAWANC,Tawana Clinic,,Y,O,Local,6675b20178fc5428625b397e
CXTBLOC,TB Location,,Y,O,Local,6675b20178fc5428625b397f
CXTEBE,Tebelopele VCT,,Y,O,Local,6675b20178fc5428625b3980
CXTEWANH,Tewane Health Post,,Y,O,Local,6675b20178fc5428625b3981
CXTEWCL,Tewane Clinic,,Y,O,Local,6675b20178fc5428625b3982
CXTHABAC,Thabala Clinic,,Y,O,Local,6675b20178fc5428625b3983
CXTHAMAC,Thamaga Clinic,,Y,O,Local,6675b20178fc5428625b3984
CXTHANHP,Thankane Health Post,,Y,O,Local,6675b20178fc5428625b3985
CXTHEMAC,Themashanga Clinic,,Y,O,Local,6675b20178fc5428625b3986
CXTHIIC,Thini Clinic,,Y,O,Local,6675b20178fc5428625b3987
CXTHITOC,Thito Clinic,,Y,O,Local,6675b20178fc5428625b3988
CXTHITOH,Thitoyamokodi Health Post,,Y,O,Local,6675b20178fc5428625b3989
CXTJUKUH,Tjukumuchu Health Post,,Y,O,Local,6675b20178fc5428625b398a
CXTLOKMC,Tlokweng Main Clinic,,Y,O,Local,6675b20178fc5428625b398b
CXTLOOWH,Tloowaneng Health Post,,Y,O,Local,6675b20178fc5428625b398c
CXTOBANE,Tobane Health Post,,Y,O,Local,6675b20178fc5428625b398d
CXTONOC,Tonota Clinic,,Y,O,Local,6675b20178fc5428625b398e
CXTONOCO,Tonota College,,Y,O,Local,6675b20178fc5428625b398f
CXTOPIHP,Topisi Health Post,,Y,O,Local,6675b20178fc5428625b3990
CXTOROHP,Tomoroja Health Post,,Y,O,Local,6675b20178fc5428625b3991
CXTOTENG,Toteng Health Post,,Y,O,Local,6675b20178fc5428625b3992
CXTSABOC,Tsabong Clinic,,Y,O,Local,6675b20178fc5428625b3993
CXTSAMC,Tsamaya Clinic,,Y,O,Local,6675b20178fc5428625b3994
CXTSAUCL,Tsau Clinic,,Y,O,Local,6675b20178fc5428625b3995
CXTSETHP,Tsetseng Health Post,,Y,O,Local,6675b20178fc5428625b3996
CXTSETSC,Tsetsejwe Clinic,,Y,O,Local,6675b20178fc5428625b3997
CXTSHANE,Tshane Health Post,,Y,O,Local,6675b20178fc5428625b3998
CXTSHEC,Tshesebe Clinic,,Y,O,Local,6675b20178fc5428625b3999
CXTSHIDI,Tshidilamolomo Clinic,,Y,O,Local,6675b20178fc5428625b399a
CXTSHIHP,Tshimoyapula Health Post,,Y,O,Local,6675b20178fc5428625b399b
CXTSHIMC,Tshimologo Clinic,,Y,O,Local,6675b20178fc5428625b399c
CXTSHIMO,Tshimoyapula Clinic,,Y,O,Local,6675b20178fc5428625b399d
CXTSHOHP,Tshokwe Health Post,,Y,O,Local,6675b20178fc5428625b399e
CXTSHOLC,Tsholofelo Clinic,,Y,O,Local,6675b20178fc5428625b399f
CXTSHWAA,Tshwaane Health Post,,Y,O,Local,6675b20178fc5428625b39a0
CXTSHWAR,Tshwaragano Clinic,,Y,O,Local,6675b20178fc5428625b39a1
CXTSOKOH,Tsokatshaa Health Post,,Y,O,Local,6675b20178fc5428625b39a2
CXTSONYH,Tsonyane Health Post,,Y,O,Local,6675b20178fc5428625b39a3
CXTSOOTC,Tsootsha Clinic,,Y,O,Local,6675b20178fc5428625b39a4
CXTSOPEC,Tsopeng Clinic,,Y,O,Local,6675b20178fc5428625b39a5
CXTUBUHP,Tubu Health Post,,Y,O,Local,6675b20178fc5428625b39a6
CXTUGW,Gweta Primary Hospital,,Y,O,Local,6675b20178fc5428625b39a7
CXTUMA,Masunga Primary Hospital,,Y,O,Local,6675b20178fc5428625b39a8
CXTUTU,Tutume Primary Hospital,,Y,O,Local,6675b20178fc5428625b39a9
CXUKHWHP,Ukhwi Health Post,,Y,O,Local,6675b20178fc5428625b39aa
CXUNBOTS,University of Botswana,,Y,O,Local,6675b20178fc5428625b39ab
CZZUNK,Unknown Patient Location,,Y,O,Local,6675b20178fc5428625b39ac
DMANTNW,DM AnteNatal and Delivery Ward,,Y,I,Local,6675b20178fc5428625b39ad
DMCDEM,DRM Dermatology clinic,,Y,O,Local,6675b20178fc5428625b39ae
DMCDEN,DM Dental Department,,Y,O,Local,6675b20178fc5428625b39af
DMCDIE,DM Dietetics Clinic,,Y,O,Local,6675b20178fc5428625b39b0
DMCEYE,DM Eye Clininc,,Y,O,Local,6675b20178fc5428625b39b1
DMCPHY,DM Physiotherapy,,Y,O,Local,6675b20178fc5428625b39b2
DMCPSY,DM Psychology Clinic,,Y,O,Local,6675b20178fc5428625b39b3
DMCRAD,DM Radiology Department,,Y,O,Local,6675b20178fc5428625b39b4
DMCSCW,DM Social Workers,,Y,O,Local,6675b20178fc5428625b39b5
DMCTBC,DM Tuberculosis Clinic,TBC,Y,O,Local,6675b20178fc5428625b39b6
DMCYOU,DM Youth Friendly Clinic,,Y,O,Local,6675b20178fc5428625b39b7
DMDHIS,Deborah DHIS,,Y,O,Local,6675b20178fc5428625b39b8
DMDLAB,DM Laboratory,,Y,O,Local,6675b20178fc5428625b39b9
DMDOPD,DM Outpatient Department,,Y,O,Local,6675b20178fc5428625b39ba
DMDPHA,DM Pharmacy,,Y,O,Local,6675b20178fc5428625b39bb
DMEYET,DM Eye Theatre,,N,O,Local,6675b20178fc5428625b39bc
DMEYTH,DM Eye Theatre,,Y,O,Local,6675b20178fc5428625b39bd
DMFMEDW,DM Female Medical Ward,,Y,I,Local,6675b20178fc5428625b39be
DMFSURW,DM Female Surgical Ward,,Y,I,Local,6675b20178fc5428625b39bf
DMMATH,DM Major Theatre,,Y,O,Local,6675b20178fc5428625b39c0
DMMMEDW,DM Male Medical Ward,,Y,I,Local,6675b20178fc5428625b39c1
DMMSURW,DM Male Surgical Ward,,Y,I,Local,6675b20178fc5428625b39c2
DMPAEDW,DM Paediatric Ward,,Y,I,Local,6675b20178fc5428625b39c3
DMPOSTW,DM Post Natal Ward,,Y,I,Local,6675b20178fc5428625b39c4
DMREVENUE,DM Deborah Retief Revenue Off,,Y,O,Local,6675b20178fc5428625b39c5
DMSCBU,DM Special Care Baby Unit,,Y,I,Local,6675b20178fc5428625b39c6
DMSTA,DM Staff Clinic,,Y,O,Local,6675b20178fc5428625b39c7
GAANTEW,GA Ante Natal Ward,,Y,I,Local,6675b20178fc5428625b39c8
GACDEN,GA Dental Clinic,,Y,O,Local,6675b20178fc5428625b39c9
GACDIA,GA Diabetic Specialist Clinic,,Y,O,Local,6675b20178fc5428625b39ca
GACLAS,GA Labour Assistance Area,,Y,O,Local,6675b20178fc5428625b39cb
GACMED,GA Medical Specialist Clinic,,Y,O,Local,6675b20178fc5428625b39cc
GACMOP,GA Medical Outpatient Dept,,Y,O,Local,6675b20178fc5428625b39cd
GACOPT,GA Opthalmology Clinic,,Y,O,Local,6675b20178fc5428625b39ce
GACORT,GA Orthopaedic Clinic,,Y,O,Local,6675b20178fc5428625b39cf
GACPHY,GA Physiotherapy Dept,,Y,O,Local,6675b20178fc5428625b39d0
GACPSY,GA Psyciatric Clinic,,Y,O,Local,6675b20178fc5428625b39d1
GACSCW,GA Social Workers,,Y,O,Local,6675b20178fc5428625b39d2
GACSOP,GA Surgical Outpatient Dept,,Y,O,Local,6675b20178fc5428625b39d3
GACSRH,GA Sexual Reproductive Health,,Y,O,Local,6675b20178fc5428625b39d4
GACSTA,GA Staff Clinic,,Y,O,Local,6675b20178fc5428625b39d5
GACTBC,GA Tuberculosis Clinic,,Y,O,Local,6675b20178fc5428625b39d6
GACULT,GA Ultra Sound Dept,,Y,O,Local,6675b20178fc5428625b39d7
GACYOU,GA Youth Clinic,,Y,O,Local,6675b20178fc5428625b39d8
GADHIS,Ghanzi DHIS,,Y,O,Local,6675b20178fc5428625b39d9
GADLAB,GA Laboratory Dept,,Y,O,Local,6675b20178fc5428625b39da
GADPHA,GA Pharmacy,,Y,O,Local,6675b20178fc5428625b39db
GADRAD,GA Radiology Dept,,Y,O,Local,6675b20178fc5428625b39dc
GAFGENW,GA Female General Ward,,Y,I,Local,6675b20178fc5428625b39dd
GALABOW,GA Labour Ward,,Y,I,Local,6675b20178fc5428625b39de
GAMATH,GA Major Theatre,,Y,O,Local,6675b20178fc5428625b39df
GAMGENW,GA Male General Ward,,Y,I,Local,6675b20178fc5428625b39e0
GAMITH,GA Minor Theatre,,Y,O,Local,6675b20178fc5428625b39e1
GAPOSNW,GA Post Natal Ward,,Y,I,Local,6675b20178fc5428625b39e2
GAPREMW,GA Preterm Baby Ward,,Y,I,Local,6675b20178fc5428625b39e3
GAREVENUE,GA Gantsi Revenue Office,,Y,O,Local,6675b20178fc5428625b39e4
GFCARW,Area W Clinic,,Y,O,Local,6675b20178fc5428625b39e5
GFCBOIKH,GFC Boikhutso Clinic,,N,O,Local,6675b20178fc5428625b39e6
GFCDONGA,GFC Donga Clinic,,N,O,Local,6675b20178fc5428625b39e7
GFCMASEG,GFC Masego Clinic,,N,O,Local,6675b20178fc5428625b39e8
GFCTATIS,GFC Tati Siding Clinic,,N,O,Local,6675b20178fc5428625b39e9
GFCTNT,Tonota Clinic,,Y,O,Local,6675b20178fc5428625b39ea
GFCTONOT,GFC Tonota Clinic,,N,O,Local,6675b20178fc5428625b39eb
GGCBPS,Botswana Prisons Service Clini,,Y,O,Local,6675b20178fc5428625b39ec
GGCBRHTL,GGC Broadhurst Traditional CL,,N,O,Local,6675b20178fc5428625b39ed
GGCJULML,GGC Julia Molefhe Clinic,,N,O,Local,6675b20178fc5428625b39ee
GGCJUM,Julia Molefhe Clinic,,Y,O,Local,6675b20178fc5428625b39ef
GGCKGA,Kgatelopele Clinic,,Y,O,Local,6675b20178fc5428625b39f0
GGCLES,Lesirane Clinic,,Y,O,Local,6675b20178fc5428625b39f1
GGCMATLES,GGC Lesirane Mat Ward,,Y,O,Local,6675b20178fc5428625b39f2
GGCNKA,Nkaikela Healthpost,,N,O,Local,6675b20178fc5428625b39f3
GGCNKO,Nkoyaphiri clinic,,Y,O,Local,6675b20178fc5428625b39f4
GGCNKOYAP,GGC Nkoyaphiri Clinic,,N,O,Local,6675b20178fc5428625b39f5
GGCNKOYP,GGC Nkoyaphiri Clinic,,N,O,Local,6675b20178fc5428625b39f6
GGCTLO,Tlokweng Main Clinic,,Y,O,Local,6675b20178fc5428625b39f7
GGCTLOKN,GGC Tlokweng Main Clinic,,N,O,Local,6675b20178fc5428625b39f8
GHANTNW,GH Ante Natal Ward,,Y,I,Local,6675b20178fc5428625b39f9
GHCEYE,GH Eye Clinic,,Y,O,Local,6675b20178fc5428625b39fa
GHCPSY,GH Psychiatric Clinic,,Y,O,Local,6675b20178fc5428625b39fb
GHCSRH,GH Sexual Reproductive Health,,Y,O,Local,6675b20178fc5428625b39fc
GHDHIS,Goodhope DHIS,,Y,O,Local,6675b20178fc5428625b39fd
GHDLAB,GH Laboratory,,Y,O,Local,6675b20178fc5428625b39fe
GHDOPD,GH Out Patient Department,,Y,O,Local,6675b20178fc5428625b39ff
GHDPHA,GH Pharmacy,,Y,O,Local,6675b20178fc5428625b3a00
GHDRAD,GH Radiology Department,,Y,O,Local,6675b20178fc5428625b3a01
GHDSOC,GH Social Work Dept,,Y,O,Local,6675b20178fc5428625b3a02
GHFGENW,GH Female General Ward,,Y,I,Local,6675b20178fc5428625b3a03
GHLABOW,GH Labour Ward,,Y,I,Local,6675b20178fc5428625b3a04
GHMGENW,GH Male General Ward,,Y,I,Local,6675b20178fc5428625b3a05
GHMITH,GH Minor Theatre,,Y,O,Local,6675b20178fc5428625b3a06
GHPAEDW,GH Paediatrics Ward,,Y,I,Local,6675b20178fc5428625b3a07
GHPIHW,GH Pregnancy Induced Hypertion,,Y,I,Local,6675b20178fc5428625b3a08
GHPOSTW,GH Post Natal Ward,,Y,I,Local,6675b20178fc5428625b3a09
GHTBWRD,GH TB Shelter Ward,,Y,I,Local,6675b20178fc5428625b3a0a
GHTDWRD,GH TB Shelter Ward,,N,I,Local,6675b20178fc5428625b3a0b
