Mnemonic,Name,Old ID,Active,Type,Category
NYCOCC,NY Occupational Therapy,,Y,O,Local
NYCONC,NY Oncology Clinic,,Y,O,Local
NYCOPH,NY Ophthalmology Clinic,,Y,O,Local
NYCORH,NY Orthopaedic Clinic,,N,O,Local
NYCORT,NY Orthopaedic Clinic,,Y,O,Local
NYCPAE,NY Paediatric Clinic,,Y,O,Local
NYCPCC,NY Cancer Pall Care Clinic,,Y,O,Local
NYCPHY,NY Physiotherapy Clinic,,Y,O,Local
NYCPSC,NY Psycology Clinic,,Y,O,Local
NYCPSY,NY Psychiatric Clinic,,Y,O,Local
NYCSCW,NY Social Workers,,Y,O,Local
NYCSSD,NY CSSD,,Y,O,Local
NYCSUR,NY General Surgery Clinic,,Y,O,Local
NYCTBC,NY Tuberculosis Clinic,TBC,Y,O,Local
NYCTHC,NY Thoracic clinic,,Y,O,Local
NYCURO,NY Urology Clinic,,Y,O,Local
NYCYOU,NY Youth Friendly Clinic,,Y,O,Local
NYDAER,NY Accident and Emergency,,Y,O,Local
NYDASS,NY Labour Assessment Area,,Y,O,Local
NYDEN,Dental Clinic,NY,N,O,Local
NYDENT,NY Dental,,Y,O,Local
NYDHIS,Nyangabgwe DIHS,,Y,O,Local
NYDIE,Dietician Clinic,NY,N,O,Local
NYDMORT,NY Mortuary,,N,O,Local
NYDPHA,NY Pharmacy Department,,Y,O,Local
NYDPSY,NY Psychiatric Outpatient,,Y,O,Local
NYDRAD,NY Radiology Department,,Y,O,Local
NYENT,Ear Nose and Throat Clinic,NY,N,O,Local
NYEXPIR,NY Expired Items,,Y,O,Local
NYFTBWCA,NY TB Ward,,N,I,Local
NYGYN,Gynaecology Clinic,NY,N,O,Local
NYIDCC,NY IDCC Clinic,,Y,O,Local
NYLAB,NY Laboratory,,Y,O,Local
NYMCH,Mother Child Health Clinic,NY,N,O,Local
NYMED,Medical Clinic,NY,N,O,Local
NYMEDT,NY Medical Treatment Room,,Y,O,Local
NYMHTU,NY Male Head Trauma Unit,,N,I,Local
NYMORT,NY Mortuary,,Y,O,Local
NYNEU,Neurology Clinic,NY,N,O,Local
NYNRC,NY Nutrition Rehab Centre,,Y,O,Local
NYOPD,NY Out Patient Department,,N,O,Local
NYOPERT,NY Poerating Theatre,,Y,O,Local
NYOPH,Ophthalmology Clinic,NY,N,O,Local
NYORT,Orthopedic Clinic,NY,N,O,Local
NYORTHC,NY Orthopeadic Clinic,,Y,O,Local
NYORTHOM,NY Male Orthopaedic,,Y,O,Local
NYOUTPD,NY Outpatient Department,,Y,O,Local
NYPAE,Paediatric Clinic,NY,N,O,Local
NYPHY,Physiology Clinic,NY,N,O,Local
NYPHYSIO,NY Physiotherapy,,Y,O,Local
NYPSYCHF,NY Psychiatric Female,,Y,O,Local
NYPSYCHM,NY Psychiatric Male,,Y,O,Local
NYPSYCW,NY Psychiatric Ward,,N,I,Local
NYREVENUE,NY SUNDRY REVENUE,,Y,O,Local
NYSHSTW,NY Short Stay Ward,,N,I,Local
NYSUPP,NY Supplies Store,,Y,O,Local
NYSUR,General Surgery Clinic,NY,N,O,Local
NYTDEN,NY Dental Surgeons,,Y,O,Local
NYTENT,NY ENT Surgeons,,Y,O,Local
NYTGEN,NY General Surgeons,,N,O,Local
NYTGYN,NY Gynaecology Surgeons,,Y,O,Local
NYTHEA,NY Theatres,,Y,O,Local
NYTHEN,NY Theatres,,N,O,Local
NYTMA,NY Theatre Main,,N,O,Local
NYTMI,NY Theatre Minor,,N,O,Local
NYTNEU,NY Neuro Surgeons,,Y,O,Local
NYTOPH,NY Ophthalmology Surgeons,,Y,O,Local
NYTORT,NY Orthopaedics Surgeons,,Y,O,Local
NYTSUR,NY General Surgeons,,Y,O,Local
NYTURO,NY Urology Surgeons,,Y,O,Local
NYURO,Urology Clinic,NY,N,O,Local
PMANC,Ante Natal Ward,PM,N,I,Local
PMB,PM Baylor Pharmacy,,N,O,Local
PMBPHA,PM Baylor Pharmacy,,Y,O,Local
PMCACU,PM Acupuncture Clinic,,Y,O,Local
PMCAUD,PM Audio Clinic,,Y,O,Local
PMCCAT,Catering Clinic,PM,N,O,Local
PMCCTH,PM Cardiothoracic Clinic,,Y,O,Local
PMCDEN,PM Dental Clinic,,Y,O,Local
PMCDER,PM Dermatology Clinic,,Y,O,Local
PMCDIA,PM Diabetic Clinic,,Y,O,Local
PMCDIE,PM Dietician Clinic,,Y,O,Local
PMCENT,PM Ear Nose and Throat Clinic,,Y,O,Local
PMCGAS,PM Gastroenterology Clinic,,Y,O,Local
PMCGYN,PM Gynaecology Clinic,,Y,O,Local
PMCIMM,PM Immunology Clinic,,Y,O,Local
PMCMCH,PM Sexual Reproductive Health,,Y,O,Local
PMCMED,PM Medical Clinic,,Y,O,Local
PMCMOF,PM Dr Moffat Office Clinic,,N,O,Local
PMCNEO,PM Neonatal Clinic,,Y,O,Local
PMCNEU,PM Neurology Clinic,,Y,O,Local
PMCOCC,PM Occupational Therapy Clinic,,Y,O,Local
PMCOPH,PM Opthalmology Clinic,,Y,O,Local
PMCOPT,PM Opthalmology Clinic,,N,O,Local
PMCORT,PM Orthopaedic Clinic,,Y,O,Local
PMCOTH,Occupational Therapy Clinic PM,,N,O,Local
PMCPAE,PM Paediatric Clinic,,Y,O,Local
PMCPAS,PM Paediatric Surgery Clinic,,Y,O,Local
PMCPHY,PM Physiotherapy Clinic,,Y,O,Local
PMCPSY,PM Psychiatric Clinic,,Y,O,Local
PMCPSYC,PM Psychology,,Y,O,Local
PMCSCB,PM Special Care Baby Unit,,Y,O,Local
PMCSCW,PM Social Workers,,Y,O,Local
PMCSOCW,PM Social Work,,Y,O,Local
PMCSPCH,PM Speech Clinic,,Y,O,Local
PMCSUR,PM General Surgery Clinic,,Y,O,Local
PMCSWO,PM Social Workers Clinic,,N,O,Local
PMCURO,PM Urology Clinic,,Y,O,Local
PMDAER,PM Accident and Emergency,,Y,O,Local
PMDEN,Dental Clinic,PM,N,O,Local
PMDER,Dermatology Clinic,PM,N,O,Local
PMDHIS,Princess Marina DHIS,,Y,O,Local
PMDIE,Dietician Clinic,PM,N,O,Local
PMDMORT,PM Mortuary,,N,I,Local
PMDPHA,PM Pharmacy,,Y,O,Local
PMDRAD,PM Diagnostic Imaging Dept,,Y,O,Local
PMENT,Ear Nose and Throat Clinic,PM,N,O,Local
PMFME,Female Medical Ward,PM,N,I,Local
PMFONCW,PM Female Oncology Ward,,N,I,Local
PMFORT,Female Orthopaedic Ward,PM,N,I,Local
PMFPR,Private Ward,PM,N,I,Local
PMFPRIW,PM Female Private Ward,,N,I,Local
PMFPS,Psychiatric Female Ward,PM,N,I,Local
PMFSU,Female Surgical Ward,PM,N,I,Local
PMFSUR,PM Female Surgical Ward,PM,N,I,Local
PMGPR,Private Gyenaecology Ward,PM,N,I,Local
PMGYN,Gynaecology Ward,PM,N,I,Local
PMGYNC,Gynaecology Clinic,PM,N,O,Local
PMICU,Intensive Care Unit,PM,N,I,Local
PMISOLW,PM Isolation Ward,,Y,I,Local
PMISOWF,PM Female Covid Isolation,,Y,I,Local
PMISOWM,PM Male Covid Isolation,,Y,I,Local
PMISOWSS,PM Short Stay Covid Isolation,,Y,I,Local
PMLAB,Labour Ward,PM,N,I,Local
PMMCH,Mother Child Health Clinic,PM,N,O,Local
PMMDEN,PM Dental Minor Theatre,,Y,O,Local
PMMED,Medical Clinic,PM,N,O,Local
PMMENT,PM ENT Surgery Minor Theatre,,Y,O,Local
PMMME,Male Medical Ward,PM,N,I,Local
PMMNEU,PM Neurology Minor Theatre,,Y,O,Local
PMMONCW,PM Male Oncology Ward,,N,I,Local
PMMOPH,PM Ophthalmology Minor Theatre,,Y,O,Local
PMMORT,PM Orthopaedic Minor Theatre,,Y,O,Local
PMMPR,Private Male Ward,PM,N,I,Local
PMMPRIW,PM Male Private Ward,,N,I,Local
PMMPS,Psychiatric Male Ward,PM,N,I,Local
PMMSUR,PM Surgery Minor Theatre,,Y,O,Local
PMMURO,PM Urology Minor Theatre,,Y,O,Local
PMNEU,Neurology Clinic,PM,N,O,Local
PMONC,Oncology Ward,PM,N,I,Local
PMOPD,PM Outpatient Department,,N,O,Local
PMOPH,Ophthalmology Clinic,PM,N,O,Local
PMOPHT,PM Ophthalmology Ward,PM,N,I,Local
PMORT,Male Orthopedic Ward,PM,N,I,Local
PMORTC,Orthopaedic Clinic,PM,N,O,Local
PMPAE,Paediatric Clinic,PM,N,O,Local
PMPHY,Physiotherapy,PM,N,O,Local
PMPME,Paediatrics Medical Ward,PM,N,I,Local
PMPNA,Post Partum Ward,PM,N,I,Local
PMPSU,Paediatrics Surgical Ward,PM,N,I,Local
PMREVENUE,PM Sundry Revenue,,Y,O,Local
PMSPINAL,PM Spinalis ward,,Y,I,Local
PMSUR,General Surgery Clinic,PM,N,O,Local
PMTB,Tuberculoisis Ward,PM,N,I,Local
PMTDEN,PM Dental Surgeons,,Y,O,Local
PMTENT,PM ENT Surgeons,,Y,O,Local
PMTERG,ER Gynaecology Theatre,PM,N,O,Local
PMTERO,ER Orthopaedics Theatre,PM,N,O,Local
PMTGER,Gynaecology ER Theatre,PM,N,O,Local
PMTGYN,PM Gynaecology Surgeons,,Y,O,Local
PMTHEA,PM Theatres,,Y,O,Local
PMTMAI,PM Main Theatre,,N,O,Local
PMTMAJ,PM Theatre Major,,N,O,Local
PMTMIN,PM Minor Theatre,,Y,O,Local
PMTNEO,Neorology Surgery Theatre,PM,N,O,Local
PMTNEU,PM Neurology Specialist,,Y,O,Local
PMTOER,PM Orthopaedics ER Theatre,,N,O,Local
PMTOPH,PM Ophthalmology Specialist,,Y,O,Local
PMTORT,PM Orthopaedic Specialist,,Y,O,Local
PMTSER,PM Surgery ER Theatre,,N,O,Local
PMTSUR,PM Surgery Specialist,,Y,O,Local
PMTTHO,PM Thoracic Specialist,,Y,O,Local
PMTUBIW,PM TB Isolation Ward,,Y,I,Local
PMTURO,PM Urology Specialist,,Y,O,Local
PMURO,Urology Clinic,PM,N,O,Local
PMVPRIW,PM VIP Private Ward,,N,I,Local
PMWARD,PM WARD,,Y,O,Local
PPANTNW,PP AnteNatal and Delivery ward,,Y,I,Local
PPCDEN,PP Dental Dept,,Y,O,Local
PPCDIE,PP Dietetics Clinic,,Y,O,Local
PPCDRAD,PP Radiology Dept,,N,O,Local
PPCEYE,PP Eye Clinic,,Y,O,Local
PPCPHY,PP Physiotherapy,,Y,O,Local
PPCPSY,PP Psychiatric Clinic,,Y,O,Local
PPCRAD,PP Radiology,,Y,O,Local
PPCSCW,PP Social Workers,,Y,O,Local
PPCSOCIAL,Social work,,Y,O,Local
PPCSRH,PP Sexual Reproductive Health,,Y,O,Local
PPCSTA,PP Staff Clinic,,Y,O,Local
PPCTBC,PP Tuberculosis Clinic,TBC,Y,O,Local
PPDHIS,Palapye DHIS,,Y,O,Local
PPDLAB,PP Laboratory,,Y,O,Local
PPDOPD,PP Outpatient Department,,Y,O,Local
PPDPHA,PP Pharmacy,,Y,O,Local
PPFMEDW,PP Female Medical Ward,,Y,I,Local
PPFTBW,PP Female Tuberculosis Ward,,Y,I,Local
PPISOW,PP Covid Isolation Ward,,Y,I,Local
PPMATH,PP Major Theatre,,Y,O,Local
PPMITH,PP Minor Theatre,,Y,O,Local
PPMMEDW,PP Male Medical Ward,,Y,I,Local
PPMTBW,PP Male Tuberculosis Ward,,Y,I,Local
PPPAEDW,PP Paediatric Ward,,Y,I,Local
PPPOSTW,PP Post Natal Ward,,Y,I,Local
PPREVENUE,Palapye Revenue Office,,Y,O,Local
PPSCBUR,PP Special Care Baby Unit,,Y,I,Local
PPSYW,PP PSYCH WARD,,Y,I,Local
RKCDEN,RK Dental Clinic,,Y,O,Local
RKCEYE,RK Eye Clinic,,Y,O,Local
RKCPSY,RK Psychiatric Clinic,,Y,O,Local
RKCSRH,RK SRH Clinic,,Y,O,Local
RKCYOU,RK Youth Friendly Clinic,,Y,O,Local
RKDHIS,Rakops DHIS,,Y,O,Local
RKDLAB,RK Laboratory,,Y,O,Local
RKDOPD,RK Outpatient Department,,Y,O,Local
RKDPHA,RK Pharmacy Department,,Y,O,Local
RKDRAD,RK Radiology Department,,Y,O,Local
RKDSOC,RK Social Work Department,,Y,O,Local
RKGENWD,RK General Ward,,Y,I,Local
RKISOW,RK Covid Isolation Ward,,Y,I,Local
RKMATWD,RK Maternity Ward,,Y,I,Local
RKMITH,RK Minor Theatre,,Y,O,Local
SBANTNW,SB AnteNatal and Delivery ward,,Y,I,Local
SBCDEN,SB Dental Dept,,Y,O,Local
SBCDIA,SB Diabetic Clinic,,Y,O,Local
SBCDIE,SB Dietetics Clinic,,Y,O,Local
SBCEYE,SB Eye Clinic,,Y,O,Local
SBCGYN,SB Gynegology Clinic,,Y,O,Local
SBCIMED,SB Internal Medicine Clinic,,Y,O,Local
SBCMC,SB Safe Male Circumcision Clin,,Y,O,Local
SBCORT,SB Orthopaedic Clinic,,Y,O,Local
SBCPHY,SB Physiotherapy,,Y,O,Local
SBCPS,SB Clinical Psychology,,Y,O,Local
SBCPSY,SB Psychiatric Clinic,,Y,O,Local
SBCRAD,SB Radiology Dept,,Y,O,Local
SBCSCW,SB Social Workers,,Y,O,Local
SBCSUR,SB Surgical Clinic,,Y,O,Local
SBCTBC,SB Tuberculosis Clinic,TBC,N,O,Local
SBCYOU,SB Youth Clinic,,Y,O,Local
SBDHIS,Selebi Phikwe DHIS,,Y,O,Local
SBDLAB,SB Laboratory,,Y,O,Local
SBDOPD,SB Outpatient Department,,Y,O,Local
SBDPHA,SB Pharmacy,,Y,O,Local
SBFMEDW,SB Female Medical Ward,,Y,I,Local
SBGYNEW,SB Gynegology Ward,,Y,I,Local
SBISOW,SB Covid Isolation Ward,,Y,I,Local
SBMATH,SB Major Theatre,,Y,O,Local
SBMITH,SB Minor Theatre,,Y,O,Local
SBMMEDW,SB Male Medical Ward,,Y,I,Local
SBPAEDW,SB Paediatric Ward,,Y,I,Local
SBPOSTW,SB Post Natal Ward,,Y,I,Local
SBREVENUE,SB Selebi-Phikwe Revenue Off,,Y,O,Local
SBSCBU,SB Special Care Baby Unit,,Y,I,Local
SEANTNW,SE AnteNatal and Delivery ward,,Y,I,Local
SECAUD,SE AUDIOLOGY CLINIC,,Y,O,Local
SECCAR,SE Cardiac Screening Clinic,,Y,O,Local
SECCIR,SE Circumcision Clinic,,Y,O,Local
SECDEM,SE Dermatology Clinic,,Y,O,Local
SECDEN,SE Dental Clinic,,Y,O,Local
SECDIA,SE Diabetic Clinic,,Y,O,Local
SECDIE,SE Dietician Clinic,,Y,O,Local
SECECG,SE ECG Clinic,,Y,O,Local
SECENT,SE ENT Clinic,,Y,O,Local
SECGYN,SE Gynaecology Clinic,,Y,O,Local
SECHIVR,SE HIV Resistance Clinic,,Y,O,Local
SECHRCLIN,SE High Risk Clinic,,Y,O,Local
SECHRI,SE HIGH RISK CLINIC,,Y,O,Local
SECHYP,SE Hypertension Clinic,,Y,O,Local
SECIMED,SE Internal Medicine Clinic,,Y,O,Local
SECMAC,Mabuo Clinic,,Y,O,Local
SECMCH,SE Sexual Reproductive Health,,Y,O,Local
SECMDR,SE MDR TB Clinic,,Y,O,Local
SECMED,SE Medical Clinic,,Y,O,Local
SECMEX,SE Medical Exams Clinic,,Y,O,Local
SECOCC,SE Occupational Therapy Clinic,,Y,O,Local
SECONC,SE Oncology Clinic,,Y,O,Local
SECOPD,SE Outpatient Department,,N,O,Local
SECOPH,SE Ophthalmology Clinic,,Y,O,Local
SECORT,SE Orthopaedic Clinic,,Y,O,Local
SECPAE,SE Paediatric Clinic,,Y,O,Local
SECPHS,SE Physician Clinic,,Y,O,Local
SECPHY,SE Physiotherapy Clinic,,Y,O,Local
SECPIDC,SE Paediatric IDCC,,Y,O,Local
SECPSC,SE Psycology Clinic,,Y,O,Local
SECPSY,SE Psychiatric Clinic,,Y,O,Local
SECPY,SE Physiotherapy Department,,N,O,Local
SECSCW,SE Social Workers,,Y,O,Local
SECSRH,SE Sexual Reproductive,,Y,O,Local
SECSUR,SE Surgical Clinic,,Y,O,Local
SECTBT,SE TB Treatment,,Y,O,Local
SECTUB,SE Tuberculosis Clinic,,Y,O,Local
SEDAER,SE Accident and Emergency,,Y,O,Local
SEDDXRA,SE X-Ray Department,SE,N,O,Local
SEDEN,Dental Clinic,SE,N,O,Local
SEDHIS,Sekgoma DHIS,,Y,O,Local
SEDIE,Dietician Clinic,SE,N,O,Local
SEDMORT,SE Mortuary,,N,O,Local
SEDOPD,SE Outpatient Department,,Y,O,Local
SEDPHA,SE Pharmacy Department,,Y,O,Local
SEDRAD,SE Diagnostic Imaging Dept,,Y,O,Local
SEDXRA,SE X-Ray Department,SE,N,O,Local
SEFCIW,SE Female Covid Isolation Ward,,Y,I,Local
SEFPSYW,SE Female Psychiatric Ward,,Y,I,Local
SEFSURW,SE Female Surgical Ward,,Y,I,Local
SEFTBW,SE Female TB Ward,,Y,I,Local
SEGICUW,SE Intensive Care Unit,,Y,I,Local
SEGYN,Gynaecology Clinic,SE,N,O,Local
SEGYNEW,SE Gynaecology Ward,,Y,I,Local
SEMATW,Maternity Ward,SE,N,I,Local
SEMCH,Mother Child Health Clinic,SE,N,O,Local
SEMCIW,SE Male Covid Isolation Ward,,Y,I,Local
SEMORT,SE Mortuary,,N,O,Local
SEMPSYW,SE Male Psychiatric Ward,,Y,I,Local
SEMSURW,SE Male Surgical Ward,,Y,I,Local
SEMTBW,SE Male TB Ward,,Y,I,Local
SEONCW,SE Oncology ward,,Y,I,Local
SEOPH,Ophthalmology Clinic,SE,N,O,Local
SEOPHTW,SE Opthalmology ward,,Y,I,Local
SEOPTHW,SE Opthalmology Ward,,N,I,Local
SEPAE,Paediatric Clinic,SE,N,O,Local
SEPAEMW,SE Paediatric Medical Ward,,Y,I,Local
SEPAESW,SE Paediatric Surgical Ward,,N,I,Local
SEPHY,Physiology Clinic,SE,N,O,Local
SEPOPD,SE LAB Private Patient OPD,,N,O,Local
SEPOSNW,SE Post-Natal ward,,Y,I,Local
SEREVENUE,SE Sundry Revenue,,Y,O,Local
SETHEA,SE Theatres,,Y,O,Local
SETMIN,SE Theatre Minor,,N,O,Local
SEWFMED,SE Female Medical Ward,SE,N,I,Local
SEWMAT,SE Maternity Ward,SE,N,I,Local
SEWMMED,SE Male Medical Ward,SE,N,I,Local
SEWPAED,SE Paediatric Ward,,N,I,Local
SEXSTIC,SE STI CLINIC,,Y,O,Local
SFANTNW,SF Ante-natal ward,,Y,I,Local
SFCDEN,SF Dental Clinic,,Y,O,Local
SFCEYE,SF Eye Clinic,,Y,O,Local
SFCPSY,SF Psychiatric clinic,,Y,O,Local
SFCSRH,SF Sexual Reproductiv health C,,Y,O,Local
SFCVIA,Sefhare VIA Clinic,,Y,O,Local
SFDHIS,Sefhare DHIS,,Y,O,Local
SFDLAB,SF Laboratory Dept,,Y,O,Local
SFDOPD,SF Outpatient Department,,Y,O,Local
SFDPHA,SF Pharmacy Department,,Y,O,Local
SFDRAD,SF Radiology Dept,,Y,O,Local
SFDSOC,SF Social Work Dept,,Y,O,Local
SFFGENW,SF Female General ward,,Y,I,Local
SFHIGHD,SF High Dependency ward,,Y,I,Local
SFISOLW,SF Isolation ward,,Y,I,Local
SFMGENW,SF Male General ward,,Y,I,Local
SFMITH,SF Minor Theatre,,Y,O,Local
SFPAEDW,SF Paediatrics Ward,,Y,I,Local
SFPOSTW,SF Post-Natal,,Y,I,Local
SFPRENW,SF Pre-natal ward,,Y,I,Local
SFSCBUW,SF Special Baby Care Unit,,Y,I,Local
SFTHEA,SF Main Theatre,,Y,O,Local
SHADOLES,SH Adolescence Ward,,Y,I,Local
SHCDAY,SH Day Hospital,,Y,O,Local
SHCDIE,SH Dietetics Clinic,,Y,O,Local
SHCDIET,SH DIETETICS,,Y,O,Local
SHCOCC,SH Occupational Therapy,,Y,O,Local
SHCPSY,SH Psychology,,Y,O,Local
SHCSCW,SH Social Work,,Y,O,Local
SHCSUD,SH Substance Use Disorders,,Y,O,Local
SHDLAB,SH Laboratory Dept,,Y,O,Local
SHDOPD,SH Outpatient Department,,Y,O,Local
SHDPHA,SH Pharmacy,,Y,O,Local
SHFACUTE,SH Female Acute Ward,,Y,I,Local
SHFOBSRV,SH Female Observation Ward,,Y,I,Local
SHFREHAB,SH Female Rehabilitation Ward,,Y,I,Local
SHISOW,SH Isolation Ward,,Y,I,Local
SHMFOREN,SH Male Forensic Ward,1,Y,I,Local
SHMPSYGW,SH Male Psycho Geriatric Ward,,Y,I,Local
SHMREHAB,SH Male Rehabiltation Ward,,Y,I,Local
SHREVENUE,SH Revenue Office,,Y,O,Local
SHSUD,Substance Abuse and Disorder,,Y,O,Local
SLANTNW,SL Ante Natal Ward,,Y,I,Local
SLCDEN,SL Dental Dept,,Y,O,Local
SLCDIA,SL Diabetic Clinic,,Y,O,Local
SLCDIE,SL Dietetics Clinic,,Y,O,Local
SLCENT,SL ENT Clinic,,Y,O,Local
SLCEYE,SL Eye Clinic,,Y,O,Local
SLCGYN,SL Gynaecology Clinic,,Y,O,Local
SLCHYP,SL Hypertensive Clinic,,Y,O,Local
SLCISO,SL Isolation Clinic,,Y,O,Local
SLCMATER,SL Maternity,,Y,O,Local
SLCMED,SL Medical Clinic,,Y,O,Local
SLCOCC,SL Occupational Therapy,,Y,O,Local
SLCORT,SL Orthopaedic Clinic,,Y,O,Local
SLCPAE,SL Paediatric Clinic,,Y,O,Local
SLCPHY,SL Physiotherapy,,Y,O,Local
SLCPS,SL Clinical Psychology,,Y,O,Local
SLCPSY,SL Psychiatric Clinic,,Y,O,Local
SLCRAD,SL Radiology Dept,,Y,O,Local
SLCSCW,SL Social Workers,,Y,O,Local
SLCSRH,SL Sexual Reproductive Health,,Y,O,Local
SLCSTA,SL Staff Clinic,,Y,O,Local
SLCSUR,SL Surgical Clinic,,Y,O,Local
SLCTBS,SL Tuberculosis Clinic,,Y,O,Local
SLCURO,SL Urologist Clinic,,Y,O,Local
SLCVALELA,SL VALELA CLINIC,,Y,O,Local
SLCYFC,SL Youth Friendly Clinic,,Y,O,Local
SLCYOU,SL Youth Friendly Clinic,,N,O,Local
SLDETH,SL Delivery Theatre,,Y,O,Local
SLDHIS,Scottish DHIS,,Y,O,Local
SLDLAB,SL Laboratory,,Y,O,Local
SLDOPD,SL Outpatient Department,,Y,O,Local
SLDPHA,SL Pharmacy,,Y,O,Local
SLEYECW,SL Eye Campaign Ward,,N,I,Local
SLFMEDW,SL Female Medical Ward,,Y,I,Local
SLFPSYW,SL Female Psyciatric Ward,,Y,I,Local
SLFSURW,SL Female Surgical ward,,Y,I,Local
SLGYTH,SL Gynae Theatre,,Y,O,Local
SLISOW,SL Isolation Ward,,Y,I,Local
SLLABOW,SL Labour Ward,,Y,I,Local
SLMATH,SL Major Theatre,,Y,O,Local
SLMITH,SL Minor Theatre,,Y,O,Local
SLMMEDW,SL Male Medical Ward,,Y,I,Local
SLMPSYW,SL Male Psyciatric Ward,,Y,I,Local
SLMSURW,SL Male Surgical Ward,,Y,I,Local
SLPAESW,SL Surgical Paediatric Ward,,Y,I,Local
SLPOSNW,SL Post Natal Ward,,Y,I,Local
SLREVENUE,SL Scottish Livingston Revenue,,Y,O,Local
SLSCBU,SL Special Baby Unit,,Y,I,Local
SLTBSW,SL Tuberculosis Ward,,Y,I,Local
SLVALELA,SL VALELA WARD,,Y,I,Local
SPCBOI,Boipelego Clinic,,Y,O,Local
SPCKAD,Kadimo Clinic,,Y,O,Local
SPCNEW,Newtown Clinic,,Y,O,Local
SPCNUT,Nutrition Clinic,,Y,O,Local
SPCSE,Serowe Clinic Clinic,,N,O,Local
SPCSER,Serowe Clinic,,Y,O,Local
THANTNW,TH Ante-Natal ward,,Y,I,Local
THCCWC,TH CWC Clinic,,Y,O,Local
THCDEN,TH Dental clinic,,Y,O,Local
THCDIE,TH Dietetic Clinic,,Y,O,Local
THCEYE,TH Eye Clinic,,Y,O,Local
THCHYP,TH Hypertensive Clinic,,Y,O,Local
THCNUR,TH OPD Nurse Clinic,,Y,O,Local
THCOBW,TH Observation Department,,Y,O,Local
THCOCC,TH Occupational Therapy,,Y,O,Local
THCORC,TH Out Reach Clinic,,Y,O,Local
THCPSY,TH Psychiatric clinic,,Y,O,Local
THCSTC,TH Staff Clinic,,Y,O,Local
THCTB,TH TB Clinic,,Y,O,Local
THCVIA,TH VIA Clinic,,Y,O,Local
THCYOU,TH Youth clinic,,Y,O,Local
THDHIS,Thamaga DHIS,,Y,O,Local
THDLAB,TH Laboratory department,,Y,O,Local
THDOPD,TH Outpatient department,,Y,O,Local
THDPHA,TH Pharmacy department,,Y,O,Local
THDRAD,TH Radiology department,,Y,O,Local
THDSOC,TH Social Work Dept,,Y,O,Local
THFGENW,TH Female Ward,,Y,I,Local
THFISOW,TH Female Isolation ward,,Y,I,Local
THMATH,TH Main Theatre,,Y,O,Local
THMGENW,TH Male ward,,Y,I,Local
THMISOW,TH Male Isolation ward,,Y,I,Local
THMITH,TH Minor Theatre,,Y,O,Local
THPAEDW,TH Paediatrics ward,,Y,I,Local
THPOSTW,TH Post-Natal ward,,Y,I,Local
THPRENW,TH Pre-natal Ward,,Y,I,Local
THPSYC,TH Psychology Clinic,,Y,O,Local
TSCDEN,TS Dental Clinic,,Y,O,Local
TSCEYE,TS Eye Clinic,,Y,O,Local
TSCGYN,TS Gynaecology,,Y,O,Local
TSCPSY,TS Psychiatric Clinic,,Y,O,Local
TSCSRH,TS Sexual Reproductive Health,,Y,O,Local
TSCTB,TS Tubercolosis Clinic,,N,O,Local
TSDHIS,Tsabong DHIS,,Y,O,Local
TSDLAB,TS Laboratory,,Y,O,Local
TSDOPD,TS Outpatient Department,,Y,O,Local
TSDPHA,TS Pharmacy,,Y,O,Local
TSDRAD,TS Radiology Department,,Y,O,Local
TSDSOC,TS Social Work Department,,Y,O,Local
TSFMEDW,TS Female Ward,,Y,I,Local
TSHIHP,Tshimoyapula Health Post,,N,O,Local
TSISOW,TS Isolation Ward,,Y,I,Local
TSLABOW,TS Labour Ward,,Y,I,Local
TSMATH,TS Main Theatre,,Y,O,Local
TSMITH,TS Minor Theatre,,Y,O,Local
TSMMEDW,TS Male Ward,,Y,I,Local
TSPAEDW,TS Paediatrics Ward,,Y,I,Local
TSREVENUE,TS Sundry Reveue,,Y,O,Local
TSSCBUW,TS Special Baby Care Unit,,Y,I,Local
TTANTNW,TT Ante Natal Ward,,Y,I,Local
TTCDEN,TT Dental Clinic,,Y,O,Local
TTCEYE,TT Eye Clinic,,Y,O,Local
TTCNAT,Nata Clinic,,Y,O,Local
TTCOCC,TT Occupational Health Clinic,,Y,O,Local
TTCPSY,TT Psychiatric Clinic,,Y,O,Local
TTCSOW,Sowa Township Clinic,,Y,O,Local
TTCSRH,TT Sexual Reproductive Health,,Y,O,Local
TTCYOU,TT Youth Friendly Clinic,,N,O,Local
TTDLAB,TT Laboratory,,Y,O,Local
TTDOPD,TT Outpatient Department,,Y,O,Local
TTDPHA,TT Pharmacy,,Y,O,Local
TTDRAD,TT Radiology Department,,Y,O,Local
TTDSOC,TT Social Work Department,,Y,O,Local
TTFMEDW,TT Female Ward,,Y,I,Local
TTFTBWD,TT Female TB Ward,,Y,I,Local
TTLABOW,TT Labour Ward,,Y,I,Local
TTMATH,TT Main Theatre,,Y,O,Local
TTMATHD,TT Maternity - High Dependacy,,Y,I,Local
TTMITH,TT Minor Theatre,,Y,O,Local
TTMMEDW,TT Male Ward,,Y,I,Local
TTMTBWD,TT Male TB Ward,,Y,I,Local
TTNEONW,TT Neo Natal Ward,,Y,I,Local
TTPAEDW,TT Paediatrics Ward,,Y,I,Local
TTPOSTW,TT Post Natal Ward,,Y,I,Local
